cheese,milk,country,family,type,fat_content,texture,rind,color,flavor,aroma,vegetarian,vegan
756,4,52,0,34,0,264,9,8,361,207,0,0
757,4,77,0,57,0,160,7,11,469,228,1,0
759,4,77,0,42,0,180,7,11,539,304,0,0
761,4,35,0,48,0,136,10,8,444,0,0,0
763,14,44,0,81,0,110,7,15,441,181,1,0
782,4,52,0,75,0,146,7,8,59,285,0,0
783,4,20,0,48,0,273,7,4,268,135,1,0
789,4,9,0,59,0,93,7,5,441,309,0,0
793,13,35,0,62,0,160,7,8,441,127,0,0
835,4,74,0,48,0,219,7,11,583,304,1,0
838,4,41,0,68,0,93,7,11,578,285,0,0
841,4,77,0,47,0,160,7,4,419,23,0,0
844,4,74,0,47,0,93,7,6,281,250,0,0
862,4,70,0,52,0,93,10,0,589,122,1,0
863,4,14,0,52,0,160,10,4,481,285,0,0
865,18,35,0,62,0,104,6,8,49,42,0,0
866,4,77,0,62,0,94,9,2,588,251,0,0
879,4,77,0,62,0,94,7,11,83,113,0,0
880,4,77,0,49,0,19,7,15,261,148,1,0
881,4,77,0,39,0,19,11,8,93,49,1,0
884,4,4,0,41,0,214,10,4,420,207,1,0
887,4,63,0,47,0,160,10,9,586,294,0,0
890,13,35,0,61,0,94,7,8,54,181,0,0
908,4,77,0,73,0,167,8,11,337,197,0,0
912,13,77,0,48,0,75,10,11,210,311,0,0
924,13,35,0,62,0,180,7,8,192,279,0,0
930,4,35,0,68,0,166,9,0,340,304,0,0
933,4,35,0,62,0,93,9,15,210,256,1,0
934,4,35,0,62,0,160,9,15,471,250,0,0
936,18,77,0,48,0,250,7,11,188,193,1,0
937,13,35,0,48,0,141,1,15,595,127,0,0
938,4,77,0,49,0,94,7,8,211,109,1,0
939,4,77,0,49,0,94,9,8,214,109,0,0
940,4,77,0,49,0,93,10,8,293,110,0,0
946,4,77,0,54,0,279,10,15,29,87,0,0
947,4,70,0,47,0,19,7,4,81,298,0,0
950,13,70,0,74,0,161,9,15,455,191,1,0
957,4,77,0,48,0,93,7,11,269,24,1,0
971,4,77,0,48,0,93,7,4,392,98,1,0
972,4,77,0,36,0,171,7,8,466,289,0,0
984,4,77,0,54,0,51,10,14,186,284,0,0
986,4,77,0,48,0,243,7,4,134,163,1,0
990,4,42,0,21,0,180,5,4,0,218,0,0
995,18,65,0,47,0,94,7,8,69,279,0,0
997,18,77,0,36,0,93,9,8,18,291,1,0
1006,5,31,0,39,0,64,7,4,582,127,1,0
1010,18,77,0,14,0,134,9,15,189,14,1,0
1022,13,30,0,61,0,266,7,11,210,75,1,0
1030,4,14,0,34,0,127,9,5,257,255,1,0
1031,13,77,0,48,0,67,7,15,561,24,1,0
1032,4,77,0,42,0,225,7,11,169,244,1,0
1035,13,77,0,67,0,63,6,4,185,132,0,0
1036,4,33,0,62,0,160,7,15,441,134,1,0
1039,15,21,0,62,0,93,7,15,528,284,0,0
1041,4,35,0,62,0,160,10,11,210,285,1,0
1045,4,52,0,61,0,67,7,8,327,0,0,0
1046,19,52,0,14,0,174,9,15,41,273,0,0
1052,4,31,0,62,0,139,6,4,409,66,0,0
1054,4,40,0,62,0,93,7,11,588,238,1,0
1061,13,50,0,61,0,93,7,16,180,57,0,0
1063,13,31,0,61,0,228,6,11,170,251,0,0
1066,4,77,0,48,0,180,7,15,598,285,1,0
1068,4,77,0,48,0,147,7,11,164,100,1,0
1071,4,77,0,52,0,93,7,4,318,268,1,0
1072,4,77,0,48,0,93,7,11,228,304,0,0
1076,4,77,0,48,0,180,7,15,359,268,1,0
1077,4,77,0,48,0,94,7,15,303,270,1,0
1079,4,40,0,2,0,40,10,6,116,73,0,0
1080,4,31,0,49,0,93,6,8,84,285,0,0
1081,13,77,0,48,0,215,7,15,389,186,1,0
1082,4,30,0,24,0,106,7,11,589,285,0,0
1083,4,74,0,48,0,160,10,15,284,279,1,0
1086,4,67,0,47,0,93,7,15,297,33,1,0
1087,4,18,0,41,0,70,10,14,595,304,1,0
1091,18,14,0,62,0,93,9,15,225,212,1,0
1092,13,77,0,39,0,72,10,4,86,284,1,0
1094,18,30,0,61,0,202,7,15,562,57,1,0
1095,4,71,0,43,0,179,9,11,0,0,0,0
585,13,70,1,48,0,290,2,15,425,218,0,0
540,13,14,1,67,0,171,2,15,2,82,0,0
140,4,30,1,61,0,93,2,8,194,21,0,0
602,18,30,1,62,0,168,6,15,469,291,1,0
427,4,77,1,80,0,171,2,8,9,102,0,0
164,4,77,1,67,0,280,2,11,132,250,1,0
585,13,70,1,48,0,290,2,15,425,218,0,0
701,4,67,1,61,0,25,10,9,360,48,1,0
440,4,77,1,66,0,171,10,15,4,52,0,0
522,13,14,1,48,0,219,1,8,552,228,0,0
676,13,4,1,14,0,171,1,15,294,78,1,0
573,18,35,1,62,0,93,7,11,336,191,0,0
592,13,77,1,59,0,113,6,15,192,187,0,0
925,18,35,1,62,0,160,7,11,381,181,1,0
752,4,77,1,61,0,127,2,11,113,197,1,0
907,4,77,1,62,0,172,2,11,90,285,1,0
285,8,77,1,67,0,19,2,11,5,285,1,0
13,1,52,1,38,0,250,7,11,596,11,0,0
522,13,14,1,48,0,219,1,8,552,228,0,0
991,13,35,1,61,0,250,1,15,598,222,0,0
257,4,35,1,80,0,93,2,15,297,299,1,0
738,4,77,1,67,0,171,10,15,94,92,1,0
164,4,77,1,67,0,280,2,8,132,250,0,0
1003,4,31,1,67,0,163,2,15,226,143,1,0
332,13,70,1,59,0,93,2,8,247,231,1,0
169,13,77,1,59,0,98,2,15,325,91,1,0
524,4,14,1,80,0,28,2,4,247,229,1,0
274,6,35,1,62,0,93,9,15,469,240,0,0
344,13,52,1,67,0,155,2,15,596,132,0,0
140,4,30,1,61,0,93,2,8,194,21,0,0
282,13,77,1,67,0,14,2,15,148,285,1,0
625,5,35,1,67,0,132,2,4,552,207,0,0
301,13,35,1,62,0,160,5,15,583,0,0,0
369,4,77,1,62,0,164,9,15,274,80,1,0
752,4,77,1,61,0,127,2,11,113,197,1,0
282,13,77,1,67,0,14,2,15,148,285,1,0
777,13,14,1,80,0,258,2,15,40,185,1,0
164,4,77,1,67,0,280,2,8,132,250,1,0
428,13,35,1,62,0,127,7,11,54,268,0,0
1055,13,50,1,62,0,279,1,16,359,49,0,0
162,4,14,1,80,0,29,2,15,7,251,0,0
762,4,27,1,63,0,216,9,11,441,145,0,0
524,4,14,1,80,0,28,2,4,247,229,0,0
349,4,35,1,80,0,160,2,15,151,127,1,0
122,0,52,1,31,0,250,10,11,290,54,0,0
63,13,14,1,55,0,19,7,11,93,1,0,0
525,4,14,1,61,0,28,10,8,93,250,1,0
285,8,77,1,67,0,19,2,11,5,285,1,0
738,4,77,1,67,0,171,10,15,94,92,0,0
505,4,52,1,61,0,160,7,15,145,136,0,0
528,6,52,1,67,0,142,6,14,6,99,0,0
655,4,77,1,61,0,267,2,11,596,291,0,0
56,13,35,1,80,0,19,2,4,399,183,0,0
249,18,78,1,61,0,285,10,6,598,68,1,0
480,4,19,1,61,0,176,0,15,232,285,1,0
1038,14,77,1,62,0,282,2,6,431,285,0,0
281,13,35,1,80,0,93,10,15,596,127,1,0
592,13,77,1,59,0,113,6,15,192,187,0,0
762,4,27,1,63,0,216,9,11,441,141,0,0
13,1,52,1,38,0,250,7,11,596,11,0,0
767,4,77,1,51,0,32,2,15,96,200,0,0
299,4,33,1,63,0,180,7,16,598,54,1,0
600,13,77,1,61,0,93,7,15,183,135,0,0
28,13,77,1,61,0,176,6,8,12,181,0,0
299,4,33,1,63,0,180,7,16,598,181,1,0
874,13,35,1,61,0,161,7,15,215,120,0,0
261,4,14,1,80,0,34,2,4,210,256,0,0
1009,18,30,1,62,0,168,6,15,469,291,1,0
122,0,52,1,31,0,250,10,11,290,54,0,0
555,4,77,1,62,0,160,2,11,483,274,1,0
270,4,14,1,80,0,26,2,4,147,127,1,0
140,4,30,1,61,0,93,2,8,194,21,1,0
258,4,14,1,80,0,34,2,4,266,256,0,0
486,5,31,1,67,0,162,2,15,243,152,1,0
655,4,77,1,61,0,267,2,16,596,291,0,0
285,8,77,1,67,0,19,2,11,5,285,1,0
184,4,74,1,74,0,32,9,11,419,123,0,0
928,4,27,1,70,0,93,2,15,247,228,0,0
703,4,40,1,59,0,161,7,8,492,256,1,0
259,4,35,1,67,0,160,2,14,472,70,0,0
989,4,77,1,80,0,131,1,15,187,145,0,0
140,4,30,1,61,0,93,2,8,194,21,1,0
263,4,35,1,62,0,113,6,15,152,240,0,0
374,4,14,1,53,0,19,7,4,277,109,0,0
524,4,14,1,80,0,28,2,4,247,229,1,0
422,4,14,1,80,0,26,2,8,93,279,0,0
63,4,14,1,55,0,19,7,11,93,1,0,0
522,13,14,1,48,0,219,1,8,552,228,0,0
734,4,77,1,48,0,286,2,15,106,241,1,0
778,4,35,1,61,0,93,10,8,341,211,0,0
367,19,52,1,51,0,175,2,15,303,25,0,0
831,4,77,1,62,0,93,9,11,161,285,0,0
480,18,19,1,61,0,176,0,15,232,285,1,0
778,4,35,1,61,0,93,10,15,413,137,0,0
1034,5,77,1,33,0,285,2,8,93,49,1,0
1034,5,77,1,33,0,285,2,8,93,49,1,0
245,18,35,1,61,0,160,10,9,305,195,1,0
702,5,77,1,80,0,160,6,15,597,268,1,0
33,4,35,1,58,0,160,10,15,362,105,0,0
259,4,35,1,67,0,160,2,14,472,70,1,0
209,4,77,1,67,0,153,2,11,128,256,1,0
777,13,14,1,80,0,258,2,15,40,185,1,0
427,4,77,1,80,0,171,2,8,9,102,0,0
105,4,35,1,61,0,93,2,4,247,0,0,0
1009,18,30,1,62,0,168,6,15,469,291,1,0
245,18,35,1,61,0,160,10,9,305,195,1,0
270,4,14,1,80,0,26,2,4,147,127,0,0
911,4,77,1,73,0,41,8,15,81,294,0,0
355,3,56,1,62,0,93,2,15,550,11,1,0
255,4,35,1,62,0,47,2,4,441,60,0,0
569,5,14,1,80,0,25,2,4,93,250,0,0
592,13,77,1,59,0,113,6,15,192,187,0,0
249,18,78,1,61,0,285,10,6,590,14,0,0
577,4,14,1,61,0,19,10,4,105,147,0,0
752,4,77,1,61,0,127,2,11,113,197,1,0
6,4,35,1,62,0,148,10,15,347,266,0,0
33,4,35,1,58,0,160,10,15,362,105,0,0
853,4,77,1,80,0,171,7,11,36,268,1,0
585,13,70,1,48,0,290,2,15,425,218,0,0
205,13,14,1,53,0,21,7,3,95,51,1,0
781,4,77,1,62,0,25,10,11,101,250,0,0
140,4,30,1,61,0,93,2,8,194,21,1,0
525,4,14,1,61,0,28,10,8,93,250,1,0
260,4,35,1,59,0,250,2,16,537,198,1,0
703,4,40,1,59,0,161,7,8,492,256,0,0
367,19,52,1,51,0,175,2,15,303,25,0,0
563,18,35,1,51,0,132,2,15,447,255,0,0
283,13,35,1,61,0,253,0,8,14,0,0,0
563,18,35,1,51,0,132,2,15,447,255,0,0
762,4,27,1,63,0,216,9,11,441,117,0,0
911,4,77,1,73,0,41,8,15,81,294,0,0
861,4,77,1,62,0,290,2,11,483,309,0,0
231,13,74,1,62,0,180,6,15,459,181,1,0
253,17,74,1,61,0,24,6,4,137,61,1,1
116,13,35,1,62,0,160,5,15,341,87,1,0
1002,4,33,1,62,0,160,6,15,81,127,1,0
422,4,14,1,80,0,26,2,8,93,279,1,0
517,4,14,1,80,0,173,2,4,248,141,0,0
209,4,77,1,67,0,153,2,11,128,191,1,0
382,4,78,1,61,0,268,9,15,173,0,0,0
263,4,35,1,62,0,113,6,15,152,240,0,0
355,3,56,1,62,0,93,2,15,550,0,1,0
767,4,77,1,51,0,32,2,15,96,200,0,0
209,4,77,1,67,0,153,2,11,128,127,1,0
209,4,77,1,67,0,153,2,11,128,268,1,0
625,5,35,1,67,0,132,2,4,552,207,0,0
261,4,14,1,80,0,34,2,4,210,256,1,0
505,19,52,1,61,0,160,7,15,145,136,0,0
233,13,35,1,62,0,250,2,15,0,127,0,0
440,4,77,1,66,0,171,10,15,4,52,1,0
729,18,77,1,59,0,93,2,8,211,304,1,0
528,6,52,1,67,0,142,6,14,6,99,0,0
734,4,77,1,48,0,286,2,15,106,241,0,0
696,4,50,1,62,0,160,10,11,333,0,0,0
205,4,14,1,53,0,21,7,3,95,51,1,0
696,4,50,1,62,0,160,10,11,333,0,0,0
674,13,4,1,14,0,171,1,15,294,127,1,0
17,4,35,1,61,0,160,10,9,345,267,0,0
585,13,70,1,48,0,290,2,15,425,218,0,0
932,4,35,1,80,0,113,2,8,165,285,1,0
781,4,77,1,62,0,25,10,11,101,250,1,0
355,3,56,1,62,0,93,2,15,550,77,1,0
1053,4,50,1,48,0,93,2,11,484,26,1,0
282,13,77,1,67,0,14,2,15,148,285,1,0
925,18,35,1,62,0,160,7,11,381,181,0,0
344,13,52,1,67,0,155,2,15,596,132,0,0
682,5,77,1,59,0,127,7,11,166,184,1,0
1002,4,33,1,62,0,160,6,15,81,127,1,0
563,18,35,1,51,0,132,2,15,447,255,0,0
669,5,77,1,80,0,260,2,4,518,181,0,0
355,3,56,1,62,0,93,2,15,550,123,1,0
283,13,35,1,61,0,253,0,8,14,0,0,0
105,4,35,1,61,0,93,2,4,247,0,0,0
256,4,14,1,80,0,29,2,11,7,251,0,0
738,4,77,1,67,0,171,10,15,94,92,1,0
752,4,77,1,61,0,127,2,11,113,197,1,0
669,5,77,1,80,0,260,2,4,518,181,1,0
577,4,14,1,61,0,19,10,4,105,0,0,0
669,5,77,1,80,0,260,2,4,518,181,1,0
480,4,19,1,61,0,176,0,15,232,285,1,0
669,5,77,1,80,0,260,2,4,518,181,1,0
13,1,52,1,38,0,250,7,11,596,11,0,0
738,4,77,1,67,0,171,10,15,94,92,1,0
299,4,33,1,63,0,180,7,16,598,208,1,0
520,4,77,1,67,0,43,6,8,114,100,1,0
734,4,77,1,48,0,286,2,15,106,241,0,0
886,4,35,1,61,0,93,10,11,222,290,1,0
726,4,77,1,80,0,225,1,15,560,291,1,0
738,4,77,1,67,0,171,10,15,94,92,0,0
285,8,77,1,67,0,19,2,11,5,285,1,0
1002,4,33,1,62,0,160,6,15,81,127,1,0
1002,4,33,1,62,0,160,6,15,81,127,1,0
397,4,35,1,79,0,169,10,11,369,38,0,0
702,5,77,1,80,0,160,6,15,597,268,1,0
869,13,77,1,67,0,115,2,15,145,221,0,0
257,4,35,1,80,0,93,2,5,297,299,0,0
184,4,74,1,74,0,32,9,11,432,199,0,0
398,13,35,1,61,0,176,8,15,247,132,0,0
674,13,4,1,14,0,171,1,15,294,127,1,0
568,4,5,1,62,0,52,10,15,247,279,1,0
831,4,77,1,62,0,93,9,11,161,285,0,0
864,4,77,1,62,0,285,2,11,559,124,1,0
565,13,14,1,61,0,160,1,8,42,181,1,0
703,4,40,1,59,0,161,7,8,492,256,0,0
415,4,77,1,61,0,285,2,11,324,171,1,0
540,13,14,1,67,0,171,2,15,2,82,1,0
17,4,35,1,61,0,160,10,9,345,267,0,0
896,4,35,1,67,0,27,2,11,111,285,1,0
1038,14,77,1,62,0,282,2,15,431,285,1,0
886,4,35,1,61,0,93,10,11,222,68,1,0
525,4,14,1,61,0,28,10,8,93,250,1,0
886,4,35,1,61,0,93,10,11,222,185,1,0
896,4,35,1,67,0,27,2,11,111,285,1,0
563,18,35,1,51,0,132,2,15,447,255,0,0
283,13,35,1,61,0,253,0,8,14,0,0,0
1003,4,31,1,67,0,163,2,15,226,143,1,0
1093,13,77,1,62,0,116,2,8,288,67,1,0
729,18,77,1,59,0,93,2,8,211,304,1,0
256,4,14,1,80,0,29,2,11,7,251,1,0
486,5,31,1,67,0,162,2,15,243,152,1,0
592,13,77,1,59,0,113,6,15,192,187,0,0
734,4,77,1,48,0,286,2,15,106,241,0,0
95,13,77,1,80,0,93,1,15,16,87,1,0
911,4,77,1,73,0,41,8,15,81,294,0,0
998,17,74,1,61,0,286,6,15,313,87,1,1
260,4,35,1,59,0,250,2,16,537,198,1,0
569,5,14,1,80,0,25,2,4,93,250,0,0
50,4,14,1,54,0,292,10,4,330,90,0,0
864,4,77,1,62,0,285,2,11,559,124,1,0
525,4,14,1,61,0,28,10,8,93,250,1,0
667,4,77,1,62,0,160,2,11,486,285,1,0
349,4,35,1,80,0,160,2,15,151,127,1,0
669,5,77,1,80,0,260,2,4,518,181,0,0
13,1,52,1,38,0,250,7,11,596,11,0,0
734,4,77,1,48,0,286,2,15,106,241,1,0
270,4,14,1,80,0,26,2,4,147,127,0,0
846,4,52,1,61,0,67,1,11,565,35,0,0
255,4,35,1,62,0,47,2,4,441,60,0,0
1002,4,33,1,62,0,160,6,15,81,127,1,0
63,4,14,1,55,0,19,7,11,93,1,0,0
569,5,14,1,80,0,25,2,4,93,250,1,0
886,4,35,1,61,0,93,10,11,222,304,0,0
270,4,14,1,80,0,26,2,4,147,127,0,0
752,4,77,1,61,0,127,2,11,113,197,1,0
896,4,35,1,67,0,27,2,11,111,285,0,0
925,18,35,1,62,0,160,10,11,381,181,0,0
299,4,33,1,63,0,180,7,16,598,181,1,0
692,4,4,1,80,0,93,6,11,143,127,1,0
1003,4,31,1,67,0,163,2,15,226,143,1,0
925,18,35,1,62,0,160,7,11,381,181,0,0
803,18,52,10,48,2,90,7,15,478,10,0,0
334,18,70,10,61,2,269,9,11,297,27,0,0
905,18,77,10,14,2,143,7,15,534,141,1,0
810,18,52,10,48,0,107,7,11,210,290,0,0
431,18,52,10,21,2,49,7,14,359,38,1,0
1007,18,77,10,39,0,76,7,11,173,256,0,0
1007,18,77,10,39,0,76,7,11,173,160,1,0
494,18,52,10,39,0,67,7,11,533,299,0,0
108,18,77,10,39,0,132,11,15,296,127,1,0
1100,18,67,10,1,0,180,3,8,167,49,1,0
804,18,52,10,39,2,67,7,8,580,9,1,0
104,18,65,10,48,2,179,10,11,414,145,1,0
661,18,52,10,21,2,83,7,11,409,210,0,0
821,18,52,10,48,0,75,7,4,566,272,1,0
104,18,65,10,48,2,179,10,11,414,194,1,0
813,18,52,10,21,2,205,7,14,332,8,0,0
830,18,52,10,62,2,285,7,11,596,304,0,0
431,18,52,10,21,2,49,7,14,359,38,1,0
764,18,35,10,39,0,124,7,8,321,140,1,0
1011,18,77,10,2,2,67,7,8,598,206,1,0
829,18,52,10,21,0,225,5,15,129,98,0,0
1100,18,67,10,1,0,180,3,8,167,49,1,0
826,18,52,10,21,2,207,10,15,316,284,0,0
809,18,52,10,39,2,207,7,15,473,256,0,0
798,18,52,10,48,0,44,7,15,159,277,0,0
830,18,52,10,62,2,285,7,11,535,285,1,0
334,18,70,10,61,2,269,11,11,38,145,1,0
811,18,52,10,62,2,160,7,8,529,229,0,0
811,18,52,10,62,2,160,3,8,529,229,1,0
802,18,52,10,48,0,279,1,15,581,145,0,0
811,18,52,10,62,2,160,8,8,529,229,0,0
828,18,52,10,48,0,280,5,14,418,23,1,0
806,18,52,10,21,0,205,7,8,259,5,1,0
813,18,52,10,21,2,205,7,14,332,8,0,0
108,18,77,10,39,0,132,11,15,296,127,1,0
828,18,52,10,48,0,280,5,14,418,23,0,0
167,18,74,10,20,0,60,7,11,432,309,0,0
431,18,52,10,21,2,49,7,14,359,38,1,0
945,18,77,10,21,2,130,7,14,79,85,1,0
822,18,52,10,21,0,250,7,4,565,199,0,0
421,20,22,10,21,0,221,7,11,461,0,1,0
113,18,63,10,20,2,206,7,15,506,141,0,0
830,18,52,10,62,2,285,7,11,574,256,1,0
322,18,52,10,21,0,252,7,11,417,207,0,0
267,18,35,10,48,2,127,5,15,199,207,1,0
804,18,52,10,39,2,67,7,8,580,9,0,0
104,18,65,10,48,2,179,10,11,414,115,1,0
830,18,52,10,62,2,285,7,11,133,304,1,0
840,18,52,10,39,2,138,7,14,546,299,0,0
800,18,52,10,48,0,161,7,15,294,5,0,0
247,18,35,10,39,0,147,7,8,449,87,0,0
802,18,52,10,48,0,279,1,15,581,145,0,0
795,18,23,10,21,2,206,7,16,535,268,0,0
797,18,52,10,20,0,93,7,11,552,256,0,0
827,18,52,10,20,2,81,10,15,316,281,0,0
113,18,63,10,20,2,206,7,0,506,23,0,0
104,18,65,10,48,2,179,10,11,414,127,1,0
146,18,77,10,45,2,279,10,11,343,281,1,0
805,18,52,10,39,2,207,5,15,322,149,0,0
113,18,63,10,20,2,206,7,11,506,110,0,0
805,18,52,10,39,2,207,5,15,322,149,0,0
812,18,52,10,48,2,91,5,14,411,38,1,0
421,20,22,10,21,0,221,7,11,164,0,0,0
800,18,52,10,48,0,161,7,15,294,5,1,0
776,18,52,10,38,2,86,7,11,206,191,0,0
981,19,52,10,48,2,113,7,8,99,158,0,0
811,18,52,10,62,2,160,6,8,529,229,0,0
322,18,52,10,21,0,252,7,11,417,207,0,0
825,18,52,10,48,2,160,7,15,476,249,1,0
334,18,70,10,61,2,269,7,11,144,304,0,0
905,18,77,10,14,2,143,7,15,534,141,1,0
811,18,52,10,62,2,160,9,8,529,229,1,0
823,18,52,10,48,0,279,5,15,418,23,0,0
804,18,52,10,39,2,67,7,8,580,9,0,0
494,18,52,10,39,0,67,7,11,533,299,0,0
550,18,67,10,20,0,37,7,10,401,196,1,0
830,18,52,10,62,2,285,7,11,269,87,0,0
824,18,52,10,39,0,18,7,16,216,33,0,0
643,18,70,10,20,2,88,10,11,149,299,0,0
334,18,70,10,61,2,269,2,11,164,5,1,0
801,18,52,10,39,2,68,7,15,68,107,1,0
814,18,52,10,34,2,138,7,8,591,299,0,0
840,18,52,10,39,2,138,7,14,546,299,0,0
267,18,35,10,48,2,127,7,15,199,207,0,0
83,18,35,10,21,0,263,10,11,450,127,0,0
247,18,35,10,39,0,147,7,8,449,87,0,0
812,18,52,10,48,2,91,5,14,411,38,1,0
287,19,52,10,14,0,54,9,15,446,142,0,0
247,18,35,10,39,0,147,7,8,449,87,0,0
795,18,23,10,21,2,206,7,16,535,268,1,0
795,18,23,10,21,2,206,7,16,535,268,1,0
764,18,35,10,39,0,124,7,8,321,140,1,0
133,18,77,10,39,2,94,9,8,480,243,0,0
824,18,52,10,39,0,18,7,16,216,33,0,0
641,18,70,10,34,2,259,7,14,164,152,0,0
167,18,74,10,20,0,60,7,11,32,309,1,0
945,18,77,10,21,2,130,7,14,79,85,1,0
905,18,77,10,14,2,143,7,15,534,141,1,0
300,20,60,10,14,2,250,7,11,252,0,1,0
776,18,52,10,38,2,86,7,11,206,191,0,0
764,18,35,10,39,0,124,7,8,321,140,0,0
825,18,52,10,48,2,160,7,15,476,249,0,0
475,18,50,10,21,0,254,8,11,454,14,1,0
811,18,52,10,62,2,160,7,8,529,229,1,0
820,18,52,10,39,2,75,7,14,513,304,1,0
800,18,52,10,48,0,161,7,15,294,5,0,0
795,18,23,10,21,2,206,7,16,535,268,1,0
814,18,52,10,34,2,138,7,8,591,299,0,0
802,18,52,10,48,0,279,1,15,581,145,0,0
108,18,77,10,39,0,132,11,15,296,127,1,0
83,18,35,10,21,0,263,10,11,450,127,0,0
133,18,77,10,39,2,94,7,11,480,243,0,0
322,18,52,10,21,0,252,7,11,417,207,0,0
607,18,52,10,48,2,68,7,14,295,0,0,0
267,18,35,10,48,2,127,7,15,199,207,0,0
334,18,70,10,61,2,269,9,11,54,38,1,0
798,18,52,10,48,0,44,7,15,159,277,0,0
1051,18,30,10,47,2,62,10,12,435,42,0,0
828,18,52,10,48,0,280,5,14,418,23,1,0
812,18,52,10,48,2,91,5,14,411,38,0,0
803,18,52,10,48,2,90,7,15,478,10,0,0
113,18,63,10,20,2,206,7,15,506,84,0,0
475,18,50,10,21,0,254,8,11,454,304,1,0
334,18,70,10,61,2,269,7,11,103,190,1,0
799,18,52,10,39,0,180,7,15,595,276,1,0
643,18,70,10,20,2,88,7,11,149,54,1,0
797,18,52,10,20,0,93,7,11,164,122,0,0
311,19,52,10,38,0,67,7,8,596,2,0,0
732,19,52,10,48,2,54,7,15,578,273,0,0
840,18,52,10,39,2,138,7,14,546,299,1,0
809,18,52,10,39,2,207,7,15,473,256,0,0
641,18,70,10,34,2,259,7,14,164,152,0,0
815,18,52,10,39,2,213,7,8,353,166,0,0
798,18,52,10,48,0,44,7,15,159,277,1,0
801,18,52,10,39,2,68,7,15,68,107,1,0
811,18,52,10,62,2,160,9,8,529,229,1,0
808,18,52,10,39,0,279,7,15,582,146,1,0
146,18,77,10,45,2,279,10,11,343,272,1,0
641,18,70,10,34,2,259,7,14,164,152,0,0
641,18,70,10,34,2,259,7,14,164,152,0,0
800,18,52,10,48,0,161,7,15,294,5,1,0
661,18,52,10,21,2,83,7,11,409,210,0,0
811,18,52,10,62,2,160,1,8,529,229,0,0
1007,18,77,10,39,0,76,7,11,173,117,1,0
811,18,52,10,62,2,160,7,8,529,229,1,0
83,18,35,10,21,0,263,10,11,450,127,0,0
607,18,52,10,48,2,68,7,14,295,0,1,0
811,18,52,10,62,2,160,8,8,529,229,0,0
1051,18,30,10,47,2,62,10,12,435,42,0,0
108,18,77,10,39,0,132,11,15,296,127,1,0
819,18,52,10,38,2,160,10,11,441,256,0,0
905,18,77,10,14,2,143,7,15,534,141,1,0
607,18,52,10,48,2,68,7,14,295,0,0,0
267,18,35,10,48,2,127,10,15,199,207,0,0
811,18,52,10,62,2,160,10,8,529,229,0,0
820,18,52,10,39,2,75,7,14,513,304,1,0
828,18,52,10,48,0,280,5,14,418,23,0,0
800,18,52,10,48,0,161,7,15,294,5,0,0
494,18,52,10,39,0,67,7,11,533,299,0,0
809,18,52,10,39,2,207,7,15,473,256,0,0
732,19,52,10,48,2,54,7,15,578,273,0,0
803,18,52,10,48,2,90,7,15,478,10,1,0
811,18,52,10,62,2,160,2,8,529,229,0,0
829,18,52,10,21,0,225,5,15,129,98,0,0
803,18,52,10,48,2,90,7,15,478,10,0,0
300,20,60,10,14,2,250,7,11,252,0,0,0
822,18,52,10,21,0,250,7,4,565,199,0,0
104,18,65,10,48,2,179,10,11,414,0,1,0
108,18,77,10,39,0,132,11,15,296,127,1,0
807,18,52,10,39,0,56,7,10,351,176,0,0
809,18,52,10,39,2,207,7,15,473,256,0,0
104,18,65,10,48,2,179,10,11,414,191,1,0
104,18,65,10,48,2,179,10,11,414,152,1,0
805,18,52,10,39,2,207,5,15,322,149,1,0
83,18,35,10,21,0,263,10,11,450,127,0,0
426,18,52,10,21,2,264,1,8,395,214,1,0
104,18,65,10,48,2,179,10,11,414,127,1,0
804,18,52,10,39,2,67,7,8,580,9,0,0
800,18,52,10,48,0,161,7,15,294,5,0,0
732,19,52,10,48,2,54,7,15,578,273,0,0
819,18,52,10,38,2,160,9,11,441,256,0,0
732,19,52,10,48,2,54,7,15,578,273,0,0
817,18,52,10,39,0,75,7,8,580,276,1,0
806,18,52,10,21,0,205,7,8,259,5,0,0
1007,18,77,10,39,0,76,7,11,173,288,1,0
807,18,52,10,39,0,56,7,10,351,176,0,0
381,18,78,10,38,2,11,10,4,128,304,1,0
821,18,52,10,48,0,75,7,4,566,272,1,0
494,18,52,10,39,0,67,7,11,533,299,0,0
818,18,52,10,20,2,207,7,11,536,304,0,0
819,18,52,10,38,2,160,9,11,441,256,0,0
287,19,52,10,14,0,54,9,15,446,142,0,0
378,18,77,10,39,2,250,7,11,597,309,1,0
945,18,77,10,21,2,130,7,14,79,85,1,0
809,18,52,10,39,2,207,7,15,473,256,0,0
819,18,52,10,38,2,160,6,11,441,256,0,0
108,18,77,10,39,0,132,11,15,296,127,1,0
430,18,52,10,39,0,17,7,14,562,38,0,0
809,18,52,10,39,2,207,7,15,473,256,0,0
797,18,52,10,20,0,93,7,11,425,117,0,0
426,18,52,10,21,2,264,1,8,395,214,1,0
816,18,52,10,47,0,279,7,15,580,304,0,0
426,18,52,10,21,2,264,1,8,395,214,1,0
430,18,52,10,39,0,17,7,14,562,38,0,0
840,18,52,10,39,2,138,7,14,546,299,1,0
803,18,52,10,48,2,90,7,15,478,10,1,0
